DateKey,GregorianDate,GregorianYearInt,GregorianMonthNo,GregorianDayInMonth,GregorianMonthDayInt,GregorianDayOfWeekInt,GregorianMonthName,GregorianStr,GregorianYearMonthSort,GregorianYearMonthStr,GregorianDayOfWeekName,GrgorianWeekOfYearName,GregorianWeekOfYearNo,PersianInt,PersianYearInt,PersianMonthNo,PersianDayInMonth,PersianMonthDayInt,PersianDayOfWeekInt,PersianMonthName,PersianStr,PersianYearMonthInt,PersianYearMonthStr,PersianDayOfWeekName,PersianWeekOfYearName,PersianWeekOfYearNo,PersianFullName,SeasonCode,SeasonName,IsGregorianLeap,IsPersianLeap,PersianYearMonthSort
20120903,2012-09-03 00:00:00.000,2012,9,3,903,1,"September","9/3/2012",201209,"9/1/2012","Monday","Week 36",36,13910613,1391,6,13,613,2,"شهریور","1391/06/13",13910613,"1391/06","دوشنبه","هفته 25",25,"دوشنبه 13 شهریور 1391",2,"تابستان",0,0,139106
20120904,2012-09-04 00:00:00.000,2012,9,4,904,2,"September","9/4/2012",201209,"9/1/2012","Tuesday","Week 36",36,13910614,1391,6,14,614,3,"شهریور","1391/06/14",13910614,"1391/06","سه شنبه","هفته 25",25,"سه شنبه 14 شهریور 1391",2,"تابستان",0,0,139106
20120905,2012-09-05 00:00:00.000,2012,9,5,905,3,"September","9/5/2012",201209,"9/1/2012","Wednesday","Week 36",36,13910615,1391,6,15,615,4,"شهریور","1391/06/15",13910615,"1391/06","چهارشنبه","هفته 25",25,"چهارشنبه 15 شهریور 1391",2,"تابستان",0,0,139106
20120906,2012-09-06 00:00:00.000,2012,9,6,906,4,"September","9/6/2012",201209,"9/1/2012","Thursday","Week 36",36,13910616,1391,6,16,616,5,"شهریور","1391/06/16",13910616,"1391/06","پنج شنبه","هفته 25",25,"پنج شنبه 16 شهریور 1391",2,"تابستان",0,0,139106
20120907,2012-09-07 00:00:00.000,2012,9,7,907,5,"September","9/7/2012",201209,"9/1/2012","Friday","Week 36",36,13910617,1391,6,17,617,6,"شهریور","1391/06/17",13910617,"1391/06","جمعه","هفته 25",25,"جمعه 17 شهریور 1391",2,"تابستان",0,0,139106
20120908,2012-09-08 00:00:00.000,2012,9,8,908,6,"September","9/8/2012",201209,"9/1/2012","Saturday","Week 36",36,13910618,1391,6,18,618,0,"شهریور","1391/06/18",13910618,"1391/06","شنبه","هفته 26",26,"شنبه 18 شهریور 1391",2,"تابستان",0,0,139106
20120909,2012-09-09 00:00:00.000,2012,9,9,909,0,"September","9/9/2012",201209,"9/1/2012","Sunday","Week 37",37,13910619,1391,6,19,619,1,"شهریور","1391/06/19",13910619,"1391/06","یکشنبه","هفته 26",26,"یکشنبه 19 شهریور 1391",2,"تابستان",0,0,139106
20120910,2012-09-10 00:00:00.000,2012,9,10,910,1,"September","9/10/2012",201209,"9/1/2012","Monday","Week 37",37,13910620,1391,6,20,620,2,"شهریور","1391/06/20",13910620,"1391/06","دوشنبه","هفته 26",26,"دوشنبه 20 شهریور 1391",2,"تابستان",0,0,139106
20120911,2012-09-11 00:00:00.000,2012,9,11,911,2,"September","9/11/2012",201209,"9/1/2012","Tuesday","Week 37",37,13910621,1391,6,21,621,3,"شهریور","1391/06/21",13910621,"1391/06","سه شنبه","هفته 26",26,"سه شنبه 21 شهریور 1391",2,"تابستان",0,0,139106
20120912,2012-09-12 00:00:00.000,2012,9,12,912,3,"September","9/12/2012",201209,"9/1/2012","Wednesday","Week 37",37,13910622,1391,6,22,622,4,"شهریور","1391/06/22",13910622,"1391/06","چهارشنبه","هفته 26",26,"چهارشنبه 22 شهریور 1391",2,"تابستان",0,0,139106
20120913,2012-09-13 00:00:00.000,2012,9,13,913,4,"September","9/13/2012",201209,"9/1/2012","Thursday","Week 37",37,13910623,1391,6,23,623,5,"شهریور","1391/06/23",13910623,"1391/06","پنج شنبه","هفته 26",26,"پنج شنبه 23 شهریور 1391",2,"تابستان",0,0,139106
20120914,2012-09-14 00:00:00.000,2012,9,14,914,5,"September","9/14/2012",201209,"9/1/2012","Friday","Week 37",37,13910624,1391,6,24,624,6,"شهریور","1391/06/24",13910624,"1391/06","جمعه","هفته 26",26,"جمعه 24 شهریور 1391",2,"تابستان",0,0,139106
20120915,2012-09-15 00:00:00.000,2012,9,15,915,6,"September","9/15/2012",201209,"9/1/2012","Saturday","Week 37",37,13910625,1391,6,25,625,0,"شهریور","1391/06/25",13910625,"1391/06","شنبه","هفته 27",27,"شنبه 25 شهریور 1391",2,"تابستان",0,0,139106
20120916,2012-09-16 00:00:00.000,2012,9,16,916,0,"September","9/16/2012",201209,"9/1/2012","Sunday","Week 38",38,13910626,1391,6,26,626,1,"شهریور","1391/06/26",13910626,"1391/06","یکشنبه","هفته 27",27,"یکشنبه 26 شهریور 1391",2,"تابستان",0,0,139106
20120917,2012-09-17 00:00:00.000,2012,9,17,917,1,"September","9/17/2012",201209,"9/1/2012","Monday","Week 38",38,13910627,1391,6,27,627,2,"شهریور","1391/06/27",13910627,"1391/06","دوشنبه","هفته 27",27,"دوشنبه 27 شهریور 1391",2,"تابستان",0,0,139106
20120918,2012-09-18 00:00:00.000,2012,9,18,918,2,"September","9/18/2012",201209,"9/1/2012","Tuesday","Week 38",38,13910628,1391,6,28,628,3,"شهریور","1391/06/28",13910628,"1391/06","سه شنبه","هفته 27",27,"سه شنبه 28 شهریور 1391",2,"تابستان",0,0,139106
20120919,2012-09-19 00:00:00.000,2012,9,19,919,3,"September","9/19/2012",201209,"9/1/2012","Wednesday","Week 38",38,13910629,1391,6,29,629,4,"شهریور","1391/06/29",13910629,"1391/06","چهارشنبه","هفته 27",27,"چهارشنبه 29 شهریور 1391",2,"تابستان",0,0,139106
20120920,2012-09-20 00:00:00.000,2012,9,20,920,4,"September","9/20/2012",201209,"9/1/2012","Thursday","Week 38",38,13910630,1391,6,30,630,5,"شهریور","1391/06/30",13910630,"1391/06","پنج شنبه","هفته 27",27,"پنج شنبه 30 شهریور 1391",2,"تابستان",0,0,139106
20120921,2012-09-21 00:00:00.000,2012,9,21,921,5,"September","9/21/2012",201209,"9/1/2012","Friday","Week 38",38,13910631,1391,6,31,631,6,"شهریور","1391/06/31",13910631,"1391/06","جمعه","هفته 27",27,"جمعه 31 شهریور 1391",2,"تابستان",0,0,139106
20120922,2012-09-22 00:00:00.000,2012,9,22,922,6,"September","9/22/2012",201209,"9/1/2012","Saturday","Week 38",38,13910701,1391,7,1,701,0,"مهر","1391/07/01",13910701,"1391/07","شنبه","هفته 28",28,"شنبه 1 مهر 1391",3,"پاییز",0,0,139107
20120923,2012-09-23 00:00:00.000,2012,9,23,923,0,"September","9/23/2012",201209,"9/1/2012","Sunday","Week 39",39,13910702,1391,7,2,702,1,"مهر","1391/07/02",13910702,"1391/07","یکشنبه","هفته 28",28,"یکشنبه 2 مهر 1391",3,"پاییز",0,0,139107
20120924,2012-09-24 00:00:00.000,2012,9,24,924,1,"September","9/24/2012",201209,"9/1/2012","Monday","Week 39",39,13910703,1391,7,3,703,2,"مهر","1391/07/03",13910703,"1391/07","دوشنبه","هفته 28",28,"دوشنبه 3 مهر 1391",3,"پاییز",0,0,139107
20120925,2012-09-25 00:00:00.000,2012,9,25,925,2,"September","9/25/2012",201209,"9/1/2012","Tuesday","Week 39",39,13910704,1391,7,4,704,3,"مهر","1391/07/04",13910704,"1391/07","سه شنبه","هفته 28",28,"سه شنبه 4 مهر 1391",3,"پاییز",0,0,139107
20120926,2012-09-26 00:00:00.000,2012,9,26,926,3,"September","9/26/2012",201209,"9/1/2012","Wednesday","Week 39",39,13910705,1391,7,5,705,4,"مهر","1391/07/05",13910705,"1391/07","چهارشنبه","هفته 28",28,"چهارشنبه 5 مهر 1391",3,"پاییز",0,0,139107
20120927,2012-09-27 00:00:00.000,2012,9,27,927,4,"September","9/27/2012",201209,"9/1/2012","Thursday","Week 39",39,13910706,1391,7,6,706,5,"مهر","1391/07/06",13910706,"1391/07","پنج شنبه","هفته 28",28,"پنج شنبه 6 مهر 1391",3,"پاییز",0,0,139107
20120928,2012-09-28 00:00:00.000,2012,9,28,928,5,"September","9/28/2012",201209,"9/1/2012","Friday","Week 39",39,13910707,1391,7,7,707,6,"مهر","1391/07/07",13910707,"1391/07","جمعه","هفته 28",28,"جمعه 7 مهر 1391",3,"پاییز",0,0,139107
20120929,2012-09-29 00:00:00.000,2012,9,29,929,6,"September","9/29/2012",201209,"9/1/2012","Saturday","Week 39",39,13910708,1391,7,8,708,0,"مهر","1391/07/08",13910708,"1391/07","شنبه","هفته 29",29,"شنبه 8 مهر 1391",3,"پاییز",0,0,139107
20120930,2012-09-30 00:00:00.000,2012,9,30,930,0,"September","9/30/2012",201209,"9/1/2012","Sunday","Week 40",40,13910709,1391,7,9,709,1,"مهر","1391/07/09",13910709,"1391/07","یکشنبه","هفته 29",29,"یکشنبه 9 مهر 1391",3,"پاییز",0,0,139107
20121001,2012-10-01 00:00:00.000,2012,10,1,1001,1,"October","10/1/2012",201210,"10/1/2012","Monday","Week 40",40,13910710,1391,7,10,710,2,"مهر","1391/07/10",13910710,"1391/07","دوشنبه","هفته 29",29,"دوشنبه 10 مهر 1391",3,"پاییز",0,0,139107
20121002,2012-10-02 00:00:00.000,2012,10,2,1002,2,"October","10/2/2012",201210,"10/1/2012","Tuesday","Week 40",40,13910711,1391,7,11,711,3,"مهر","1391/07/11",13910711,"1391/07","سه شنبه","هفته 29",29,"سه شنبه 11 مهر 1391",3,"پاییز",0,0,139107
20121003,2012-10-03 00:00:00.000,2012,10,3,1003,3,"October","10/3/2012",201210,"10/1/2012","Wednesday","Week 40",40,13910712,1391,7,12,712,4,"مهر","1391/07/12",13910712,"1391/07","چهارشنبه","هفته 29",29,"چهارشنبه 12 مهر 1391",3,"پاییز",0,0,139107
20121004,2012-10-04 00:00:00.000,2012,10,4,1004,4,"October","10/4/2012",201210,"10/1/2012","Thursday","Week 40",40,13910713,1391,7,13,713,5,"مهر","1391/07/13",13910713,"1391/07","پنج شنبه","هفته 29",29,"پنج شنبه 13 مهر 1391",3,"پاییز",0,0,139107
20121005,2012-10-05 00:00:00.000,2012,10,5,1005,5,"October","10/5/2012",201210,"10/1/2012","Friday","Week 40",40,13910714,1391,7,14,714,6,"مهر","1391/07/14",13910714,"1391/07","جمعه","هفته 29",29,"جمعه 14 مهر 1391",3,"پاییز",0,0,139107
20121006,2012-10-06 00:00:00.000,2012,10,6,1006,6,"October","10/6/2012",201210,"10/1/2012","Saturday","Week 40",40,13910715,1391,7,15,715,0,"مهر","1391/07/15",13910715,"1391/07","شنبه","هفته 30",30,"شنبه 15 مهر 1391",3,"پاییز",0,0,139107
20121007,2012-10-07 00:00:00.000,2012,10,7,1007,0,"October","10/7/2012",201210,"10/1/2012","Sunday","Week 41",41,13910716,1391,7,16,716,1,"مهر","1391/07/16",13910716,"1391/07","یکشنبه","هفته 30",30,"یکشنبه 16 مهر 1391",3,"پاییز",0,0,139107
20121008,2012-10-08 00:00:00.000,2012,10,8,1008,1,"October","10/8/2012",201210,"10/1/2012","Monday","Week 41",41,13910717,1391,7,17,717,2,"مهر","1391/07/17",13910717,"1391/07","دوشنبه","هفته 30",30,"دوشنبه 17 مهر 1391",3,"پاییز",0,0,139107
20121009,2012-10-09 00:00:00.000,2012,10,9,1009,2,"October","10/9/2012",201210,"10/1/2012","Tuesday","Week 41",41,13910718,1391,7,18,718,3,"مهر","1391/07/18",13910718,"1391/07","سه شنبه","هفته 30",30,"سه شنبه 18 مهر 1391",3,"پاییز",0,0,139107
20121010,2012-10-10 00:00:00.000,2012,10,10,1010,3,"October","10/10/2012",201210,"10/1/2012","Wednesday","Week 41",41,13910719,1391,7,19,719,4,"مهر","1391/07/19",13910719,"1391/07","چهارشنبه","هفته 30",30,"چهارشنبه 19 مهر 1391",3,"پاییز",0,0,139107
20121011,2012-10-11 00:00:00.000,2012,10,11,1011,4,"October","10/11/2012",201210,"10/1/2012","Thursday","Week 41",41,13910720,1391,7,20,720,5,"مهر","1391/07/20",13910720,"1391/07","پنج شنبه","هفته 30",30,"پنج شنبه 20 مهر 1391",3,"پاییز",0,0,139107
20121012,2012-10-12 00:00:00.000,2012,10,12,1012,5,"October","10/12/2012",201210,"10/1/2012","Friday","Week 41",41,13910721,1391,7,21,721,6,"مهر","1391/07/21",13910721,"1391/07","جمعه","هفته 30",30,"جمعه 21 مهر 1391",3,"پاییز",0,0,139107
20121013,2012-10-13 00:00:00.000,2012,10,13,1013,6,"October","10/13/2012",201210,"10/1/2012","Saturday","Week 41",41,13910722,1391,7,22,722,0,"مهر","1391/07/22",13910722,"1391/07","شنبه","هفته 31",31,"شنبه 22 مهر 1391",3,"پاییز",0,0,139107
20121014,2012-10-14 00:00:00.000,2012,10,14,1014,0,"October","10/14/2012",201210,"10/1/2012","Sunday","Week 42",42,13910723,1391,7,23,723,1,"مهر","1391/07/23",13910723,"1391/07","یکشنبه","هفته 31",31,"یکشنبه 23 مهر 1391",3,"پاییز",0,0,139107
20121015,2012-10-15 00:00:00.000,2012,10,15,1015,1,"October","10/15/2012",201210,"10/1/2012","Monday","Week 42",42,13910724,1391,7,24,724,2,"مهر","1391/07/24",13910724,"1391/07","دوشنبه","هفته 31",31,"دوشنبه 24 مهر 1391",3,"پاییز",0,0,139107
20121016,2012-10-16 00:00:00.000,2012,10,16,1016,2,"October","10/16/2012",201210,"10/1/2012","Tuesday","Week 42",42,13910725,1391,7,25,725,3,"مهر","1391/07/25",13910725,"1391/07","سه شنبه","هفته 31",31,"سه شنبه 25 مهر 1391",3,"پاییز",0,0,139107
20121017,2012-10-17 00:00:00.000,2012,10,17,1017,3,"October","10/17/2012",201210,"10/1/2012","Wednesday","Week 42",42,13910726,1391,7,26,726,4,"مهر","1391/07/26",13910726,"1391/07","چهارشنبه","هفته 31",31,"چهارشنبه 26 مهر 1391",3,"پاییز",0,0,139107
20121018,2012-10-18 00:00:00.000,2012,10,18,1018,4,"October","10/18/2012",201210,"10/1/2012","Thursday","Week 42",42,13910727,1391,7,27,727,5,"مهر","1391/07/27",13910727,"1391/07","پنج شنبه","هفته 31",31,"پنج شنبه 27 مهر 1391",3,"پاییز",0,0,139107
20121019,2012-10-19 00:00:00.000,2012,10,19,1019,5,"October","10/19/2012",201210,"10/1/2012","Friday","Week 42",42,13910728,1391,7,28,728,6,"مهر","1391/07/28",13910728,"1391/07","جمعه","هفته 31",31,"جمعه 28 مهر 1391",3,"پاییز",0,0,139107
20121020,2012-10-20 00:00:00.000,2012,10,20,1020,6,"October","10/20/2012",201210,"10/1/2012","Saturday","Week 42",42,13910729,1391,7,29,729,0,"مهر","1391/07/29",13910729,"1391/07","شنبه","هفته 32",32,"شنبه 29 مهر 1391",3,"پاییز",0,0,139107
20121021,2012-10-21 00:00:00.000,2012,10,21,1021,0,"October","10/21/2012",201210,"10/1/2012","Sunday","Week 43",43,13910730,1391,7,30,730,1,"مهر","1391/07/30",13910730,"1391/07","یکشنبه","هفته 32",32,"یکشنبه 30 مهر 1391",3,"پاییز",0,0,139107
20121022,2012-10-22 00:00:00.000,2012,10,22,1022,1,"October","10/22/2012",201210,"10/1/2012","Monday","Week 43",43,13910801,1391,8,1,801,2,"آبان","1391/08/01",13910801,"1391/08","دوشنبه","هفته 32",32,"دوشنبه 1 آبان 1391",3,"پاییز",0,0,139108
20121023,2012-10-23 00:00:00.000,2012,10,23,1023,2,"October","10/23/2012",201210,"10/1/2012","Tuesday","Week 43",43,13910802,1391,8,2,802,3,"آبان","1391/08/02",13910802,"1391/08","سه شنبه","هفته 32",32,"سه شنبه 2 آبان 1391",3,"پاییز",0,0,139108
20121024,2012-10-24 00:00:00.000,2012,10,24,1024,3,"October","10/24/2012",201210,"10/1/2012","Wednesday","Week 43",43,13910803,1391,8,3,803,4,"آبان","1391/08/03",13910803,"1391/08","چهارشنبه","هفته 32",32,"چهارشنبه 3 آبان 1391",3,"پاییز",0,0,139108
20121025,2012-10-25 00:00:00.000,2012,10,25,1025,4,"October","10/25/2012",201210,"10/1/2012","Thursday","Week 43",43,13910804,1391,8,4,804,5,"آبان","1391/08/04",13910804,"1391/08","پنج شنبه","هفته 32",32,"پنج شنبه 4 آبان 1391",3,"پاییز",0,0,139108
20121026,2012-10-26 00:00:00.000,2012,10,26,1026,5,"October","10/26/2012",201210,"10/1/2012","Friday","Week 43",43,13910805,1391,8,5,805,6,"آبان","1391/08/05",13910805,"1391/08","جمعه","هفته 32",32,"جمعه 5 آبان 1391",3,"پاییز",0,0,139108
20121027,2012-10-27 00:00:00.000,2012,10,27,1027,6,"October","10/27/2012",201210,"10/1/2012","Saturday","Week 43",43,13910806,1391,8,6,806,0,"آبان","1391/08/06",13910806,"1391/08","شنبه","هفته 33",33,"شنبه 6 آبان 1391",3,"پاییز",0,0,139108
20121028,2012-10-28 00:00:00.000,2012,10,28,1028,0,"October","10/28/2012",201210,"10/1/2012","Sunday","Week 44",44,13910807,1391,8,7,807,1,"آبان","1391/08/07",13910807,"1391/08","یکشنبه","هفته 33",33,"یکشنبه 7 آبان 1391",3,"پاییز",0,0,139108
20121029,2012-10-29 00:00:00.000,2012,10,29,1029,1,"October","10/29/2012",201210,"10/1/2012","Monday","Week 44",44,13910808,1391,8,8,808,2,"آبان","1391/08/08",13910808,"1391/08","دوشنبه","هفته 33",33,"دوشنبه 8 آبان 1391",3,"پاییز",0,0,139108
20121030,2012-10-30 00:00:00.000,2012,10,30,1030,2,"October","10/30/2012",201210,"10/1/2012","Tuesday","Week 44",44,13910809,1391,8,9,809,3,"آبان","1391/08/09",13910809,"1391/08","سه شنبه","هفته 33",33,"سه شنبه 9 آبان 1391",3,"پاییز",0,0,139108
20121031,2012-10-31 00:00:00.000,2012,10,31,1031,3,"October","10/31/2012",201210,"10/1/2012","Wednesday","Week 44",44,13910810,1391,8,10,810,4,"آبان","1391/08/10",13910810,"1391/08","چهارشنبه","هفته 33",33,"چهارشنبه 10 آبان 1391",3,"پاییز",0,0,139108
20121101,2012-11-01 00:00:00.000,2012,11,1,1101,4,"November","11/1/2012",201211,"11/1/2012","Thursday","Week 44",44,13910811,1391,8,11,811,5,"آبان","1391/08/11",13910811,"1391/08","پنج شنبه","هفته 33",33,"پنج شنبه 11 آبان 1391",3,"پاییز",0,0,139108
20121102,2012-11-02 00:00:00.000,2012,11,2,1102,5,"November","11/2/2012",201211,"11/1/2012","Friday","Week 44",44,13910812,1391,8,12,812,6,"آبان","1391/08/12",13910812,"1391/08","جمعه","هفته 33",33,"جمعه 12 آبان 1391",3,"پاییز",0,0,139108
20121103,2012-11-03 00:00:00.000,2012,11,3,1103,6,"November","11/3/2012",201211,"11/1/2012","Saturday","Week 44",44,13910813,1391,8,13,813,0,"آبان","1391/08/13",13910813,"1391/08","شنبه","هفته 34",34,"شنبه 13 آبان 1391",3,"پاییز",0,0,139108
20121104,2012-11-04 00:00:00.000,2012,11,4,1104,0,"November","11/4/2012",201211,"11/1/2012","Sunday","Week 45",45,13910814,1391,8,14,814,1,"آبان","1391/08/14",13910814,"1391/08","یکشنبه","هفته 34",34,"یکشنبه 14 آبان 1391",3,"پاییز",0,0,139108
20121105,2012-11-05 00:00:00.000,2012,11,5,1105,1,"November","11/5/2012",201211,"11/1/2012","Monday","Week 45",45,13910815,1391,8,15,815,2,"آبان","1391/08/15",13910815,"1391/08","دوشنبه","هفته 34",34,"دوشنبه 15 آبان 1391",3,"پاییز",0,0,139108
20121106,2012-11-06 00:00:00.000,2012,11,6,1106,2,"November","11/6/2012",201211,"11/1/2012","Tuesday","Week 45",45,13910816,1391,8,16,816,3,"آبان","1391/08/16",13910816,"1391/08","سه شنبه","هفته 34",34,"سه شنبه 16 آبان 1391",3,"پاییز",0,0,139108
20121107,2012-11-07 00:00:00.000,2012,11,7,1107,3,"November","11/7/2012",201211,"11/1/2012","Wednesday","Week 45",45,13910817,1391,8,17,817,4,"آبان","1391/08/17",13910817,"1391/08","چهارشنبه","هفته 34",34,"چهارشنبه 17 آبان 1391",3,"پاییز",0,0,139108
20121108,2012-11-08 00:00:00.000,2012,11,8,1108,4,"November","11/8/2012",201211,"11/1/2012","Thursday","Week 45",45,13910818,1391,8,18,818,5,"آبان","1391/08/18",13910818,"1391/08","پنج شنبه","هفته 34",34,"پنج شنبه 18 آبان 1391",3,"پاییز",0,0,139108
20121109,2012-11-09 00:00:00.000,2012,11,9,1109,5,"November","11/9/2012",201211,"11/1/2012","Friday","Week 45",45,13910819,1391,8,19,819,6,"آبان","1391/08/19",13910819,"1391/08","جمعه","هفته 34",34,"جمعه 19 آبان 1391",3,"پاییز",0,0,139108
20121110,2012-11-10 00:00:00.000,2012,11,10,1110,6,"November","11/10/2012",201211,"11/1/2012","Saturday","Week 45",45,13910820,1391,8,20,820,0,"آبان","1391/08/20",13910820,"1391/08","شنبه","هفته 35",35,"شنبه 20 آبان 1391",3,"پاییز",0,0,139108
20121111,2012-11-11 00:00:00.000,2012,11,11,1111,0,"November","11/11/2012",201211,"11/1/2012","Sunday","Week 46",46,13910821,1391,8,21,821,1,"آبان","1391/08/21",13910821,"1391/08","یکشنبه","هفته 35",35,"یکشنبه 21 آبان 1391",3,"پاییز",0,0,139108
20121112,2012-11-12 00:00:00.000,2012,11,12,1112,1,"November","11/12/2012",201211,"11/1/2012","Monday","Week 46",46,13910822,1391,8,22,822,2,"آبان","1391/08/22",13910822,"1391/08","دوشنبه","هفته 35",35,"دوشنبه 22 آبان 1391",3,"پاییز",0,0,139108
20121113,2012-11-13 00:00:00.000,2012,11,13,1113,2,"November","11/13/2012",201211,"11/1/2012","Tuesday","Week 46",46,13910823,1391,8,23,823,3,"آبان","1391/08/23",13910823,"1391/08","سه شنبه","هفته 35",35,"سه شنبه 23 آبان 1391",3,"پاییز",0,0,139108
20121114,2012-11-14 00:00:00.000,2012,11,14,1114,3,"November","11/14/2012",201211,"11/1/2012","Wednesday","Week 46",46,13910824,1391,8,24,824,4,"آبان","1391/08/24",13910824,"1391/08","چهارشنبه","هفته 35",35,"چهارشنبه 24 آبان 1391",3,"پاییز",0,0,139108
